"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 24 18:17:56 BRT 2020","Fri Apr 24 18:18:18 BRT 2020","21790","","Fluxo de Cotação End-to-End Backend","","Fluxo de Cotação End-to-End Backend","Fluxo de Cotação Backend com Proponente","Fluxo de Cotação Backend com Proponente",""
